contribute,贡献；捐助,你肯出力不(contribute)？这项目需要大家一起**贡献**力量啊！,,
contribution,贡献；捐款,你*肯出那笔*(kěn chū nà bǐ)钱就算一份*贡献*了！,,
contributor,贡献者；捐助者；投稿人,他老给咱们组织 contribute (贡献) 力量，真是个重要的 contributor (贡献者)。,,
contrive,设法做到；策划；图谋,局面再难**控(con)**，也要**try(trive)**着**设法**解决。,,
control,控制；管理,情况都快失**控**(con)了，得赶紧**控制**(control)住啊！,,
controversy,争论；争议,为啥这事儿总有人**反着说**(听着像 controver-)？还不是因为**争议**太大！,,
controversial,有争议的,总有人**反(contro)着说(vers)**，能不**有争议**吗？,,
convene,召集；集合,肯定(kěn)得为(wèi)你这事儿聚(jù)一下！,,
convenient,方便的；便利的,肯为你(con-veni-)着想，才真叫**方便**呢！,,
convenience,方便；便利,"""肯为你呢(s)，当然是为了你方便嘛！""",,
convention,大会；会议；惯例；习俗,开个会(convention)而已，搞得跟共(con)同万人(ven)庆(tion)典似的。,,
conventional,依照惯例的，遵循习俗的；常规的，传统的,你就**肯**(con)按**常规**方法做吗？一点新意都没有！,,
converge,(线条、道路等)会合，交会，聚集,你看前面，那几条小溪**肯定会汇聚(converge)**成一条河的。,,
converse,交谈，谈话,咱俩好久不见，找个地儿`侃会儿事(converse)`吧！,,
convergence,汇聚；集中；趋同,这词儿con开头，八成跟'一起'有关，convergence，可不就是各种东西都汇聚到'一起'了嘛。,,
conversation,对话；交谈,“con-”不就是“一起”嘛，大家凑“一起”说话，就是conversation。,,
convert,（使）转变；（使）转换,看(con)这**物儿特(vert)**别，还能**转换**形态呢！,,
conversion,转换；转变,这格式用不了，得做个 conversion，给它来个彻底的转换。,,
convertible,敞篷车；可改变的,这车**肯(kěn)换(huàn)顶(dǐng)吧(ba)**？看着就挺拉风！,,
convey,传达；运输,"""你**看**着点儿，**喂**(convey)，别忘了把我的意思**传达**清楚啊。""",,
conveyance,运输；运输工具,这车‘可(con)谓(vey)’是咱们主要的运输工具(conveyance)了。,,
convict,定罪；（已决）囚犯,被**控**(con)告了，**罪证**(vict)确凿，肯定要**定罪**啊。,,
conviction,定罪；坚定的信念,坑(kēng)了维克(Vic)？等着被**定罪**吧！,,
convince,说服；使确信,看(/k?n/)他那张嘴，非**赢**(/v?n/)得你**死**(/s/)心塌地，把你**说服**不可！,,
convoy,(尤指武装)护送，护卫；护卫队，护航队,快看(con)！喂(voy)！那是护送的车队！,,
cook,厨师；烹饪,那厨师切洋葱切得直哭(kū)。,,
convincing,令人信服的；有说服力的,证据都摆这儿了，我看你这回**肯定信**！这解释够**有说服力**的吧？,,
cooker,炊具；炉灶,在家cook（做饭）饭，就得用那个家伙(-er)——cooker（炊具）嘛。,,
cookie,小甜饼；曲奇饼,饿了？来块“曲奇”(cookie)垫垫肚子吧！,,
cool,凉爽的；酷的,这么热的天，真想来点冰镇的，感觉酷(cool)爽！,,
cooperate,合作；协作；配合,凑(co)一起就得好好配合(operate)，这才是**合作**嘛。,,
cooperation,合作；协作,哦，**co**- 就是**一起**，那 **cooperation** 不就是大家**一起操作**(operate)，也就是**合作**呗！,,
cooperative,合作的；配合的,他可(co)配合(operate)了，真是很**合作的(cooperative)**。,,
coordinate,使协调；调节,靠(co)我(or)弟(di)那(nate)边去**协调**一下吧。,,
coordination,协调；配合；协调性,大伙儿**一块儿(co-)干**，得听**口令(order)**吧？没这**协调(coordination)**寸步难行啊。,,
coordinator,协调者；统筹者,这事儿复杂，得靠(co)他来定(ordin)那头儿(ator)怎么弄。,,
cop,<俚>警察,你看那个**cop**，手里拿着**铐**(kào)子呢！,,
cope,应对；处理（困难局面）,遇到困难别光张“口”(cope)抱怨，得想办法应付啊。,,
copper,铜,这铜(copper)项链戴着有点儿卡脖儿(kǎ bó er)啊！,,
copy,,,,
copyright,版权；著作权,想**拷贝(copy)**是吧？你可没这**权利(right)**，这叫侵犯**版权**！,,
coral,珊瑚；珊瑚色的,潜水摸到块彩色的石头，使劲**抠**（coral）也**抠**不下来，原来是**珊瑚**啊！,,
cord,细绳；粗线；电线,电器要用，就得**靠的**(cord)这根线来通电。,,
cordial,热情友好的；真诚的,待**客**(cor)如**弟**(di)，**哦**(al)，这态度多**热情友好**啊！,,
cordiality,热忱；友好；诚恳,阔弟哦(Cordial)，他对人那**热情**劲儿(cordiality)，真是没得说！,,
core,核心；果核,苹果核儿(core)不就是最核心的部分嘛！,,
cork,软木塞；软木,没这软木塞**剋**(cork)住，这酒早跑光了！,,
corn,玉米,掰下来就能**啃(corn)**的棒子，就是玉米嘛！,,
corner,角落；拐角,犯错了？**靠那儿(corner)**墙角站着去！,,
cornerstone,基石；基础,墙角(corner)那块石头(stone)可是关键的基石啊！,,
corporal,身体的；肉体的,谁**叩(co)破(po)**了这**肉(ral)**身？这**身体上(corporal)**的伤可不轻！,,
corporation,公司；（大）企业；集团,一听这词儿(corporation)，就感觉需要好多人'合作(co-operation)'，准是个大公司。,,
corporate,大公司的；企业的；法人的,**抠(k??r)**门儿的**大公司(corporate)**，啥事儿都按人头(per)算比**例(rate)**！,,
corps,(尤指军事)兵团，部队,别小看他们，这可是咱们*部队*(corps)的*核心*(/k??r/音同)力量！,,
corpse,尸体（尤指人的）,人都**搁那儿**（corpse）**死**挺挺的了，可不就是具**尸体**嘛！,,
correct,正确的；改正,这道题没错，老师画了两个勾(rr)，说明是**正确**的！,,
correction,改正；修正,这儿错了？赶紧 **correction** 一下就 **‘可对了’**(kě duì le)！,,
corrective,起矫正作用的；用于纠正的,里面藏着'correct'（纠正）呢，这东西当然是'起矫正作用的'。,,
correlate,使相互关联；表明相互关系,可(co-)得把这两件事**关联**(relate)起来想，不然找不到原因。,,
correlation,相互关系；相关（性）,**可(co-)** 不能只看一个数据，得看它们之间的 **关联**（**relation**），才能发现其中的 **相互关系**。,,
correlative,相关的；相互关联的,这两件事你得'扣'(co)着一起看，它们俩是**相互关联的**。,,
correspond,通信；符合，一致,可(co)得互相回应(respond)才叫通信呢！,,
correspondence,通信；信件；符合；一致性,互相 'respond' (回应)，这才叫通信(correspondence)啊。,,
correspondent,记者；通讯员 (尤指驻外的或专门报道某一领域的),前方消息**可(cor)**都**指望(res-pond)**他这**等人(-ent)**呢，咱的特派**记者**嘛。,,
corresponding,相符的；相当的；通信的,咱俩的意见**可**算是(corres-) **碰**到一块儿(sponding)了，挺**相符**的嘛！,,
corridor,走廊；过道,这走廊可真长，两边全是**door**（门）！,,
corrode,腐蚀；侵蚀,这酸**可**(/k?/)厉害了，铁都**腐蚀**得像烂**肉的**(rode)一样。,,
corrosion,腐蚀；侵蚀,哎呀，这铁管都**腐蚀**了，**可(cor)肉(ro)真(sion)**难看！,,
corrupt,腐败的；堕落的；（使）腐化,他这人可真行，规矩说破(rupt)就破(rupt)，太腐败了！,,
corruption,贪污；腐败；堕落,都腐败(corrupt)成那样了，规矩早就破(rupt)得稀烂了！,,
cosmetic,化妝品；美容的,你看，**花(cos)了**不少钱，就为往脸上抹**点美(me)的**，**特(tic)**别是出门前，那肯定是化妆品啦。,,
cosmopolitan,世界性的；见多识广的,他这人就跟《Cosmo》杂志似的，特**世界性**，一看就**见多识广**。,,
cosmos,宇宙,《Cosmo》聊时尚圈那点事儿，`cosmos`聊的是整个**宇宙**！,,
cosmic,宇宙的；广阔无边的,可(cos)真迷(mic)人啊，这宇宙(cosmic)的景象！,,
cost,成本；代价；花费,这点 cost（花费/成本）差点把我给卡死了！,,
costly,昂贵的；代价高的,唉，“靠，死了”！这东西**昂贵**得要命！,,
costume,（特定场合或表演的）服装；戏服,靠死！这演出服还嫌土么？,,
cottage,小屋；村舍,可挤(cottage)的小屋嘛！,,
cotton,棉花,磕(co)疼(tton)了？快拿棉花垫垫！,,
couch,沙发；长椅,下班回家累瘫了，就想**靠(kào)吃(chī)**点东西，赶紧瘫**沙发**上去！,,
cough,咳嗽,他咳(ké)得呀，感觉肺(fèi)都要咳出来了。,,
could,能；可以（can的过去式）；可能,这事放以前我可行(could)，现在就不好说了，可能不行。,,
council,委员会；地方议会,听说咱们小区的**康嫂(kāng sǎo ≈ council)**，进了业主**委员会**啦！,,
councilor,,,,
councillor,议员；政务委员,镇上选**议员**，咱这一票**靠你了**(councillor)！,,
counsel,建议；忠告；辅导；商议,遇到难事**靠(coun)搜(sel)**索来的**建议**，有时还真管用！,,
counselor,顾问；咨询师,有难事？**靠你了**(counselor)，顾问！,,
counsellor,顾问；辅导员,"""**靠说了** (kào shuō le) 嘛，**顾问/辅导员** 不就是动动嘴皮子给人出主意的？""",,
count,数数；计算,靠呢(count)，数到哪儿了？又得从头数！,,
countdown,倒数；倒计时,听口令，把数字往下数，开始倒计时！,,
counter,柜台；计数器,咱就‘靠那儿’(counter)柜台边等着结账吧。,,
counteract,抵消；中和；对抗,必须 *对抗* (`counter`) 这种行为 (`act`)，才能 *抵消* 它的危害！,,
counterfeit,伪造的；仿制品；伪造,在柜台 (`counter`) 想买真货可真 *费* (`feit`) 眼神儿，太多 *伪造的* 了。,,
counterpart,（职位、作用）对应的人（或物）,要派人和他对接？那就**看他(counter)派(part)**谁来了，得是职能**对应**的。,,
counteraction,反作用；反击；对抗行动,敌人有行动？别怕，咱们的反制行动马上就到！,,
country,国家；乡下,想**数**(count)清一个**国家**(country)有多少人？哼，你**试试**(try)！,,
countryside,乡村；农村地区,别老在城里窝着，去 country (乡下) 那 side (边) 走走，感受下真正的 countryside (乡村)！,,
county,县,你看那新来的县(county)官，忙着数(count)人头呢。,,
coup,政变；（尤指）军事政变；意外而成功的行动,这帮人搞政变(/ku?/)，还觉得自己挺酷？真行。,,
coup d'鑼卼at,政变,快点打他(coup d'état)！趁乱夺权，这就是政变！,,
couple,一对；夫妇；几个,那**一对儿**(couple)腻歪得，简直要**卡脖了**(/k?p?l/)！,,
coupon,优惠券；礼券,结账想**抠**点儿钱？用这个就对了。,,
courage,勇气；胆量,这事儿**可(cour)**真够**急(age)**的，没点儿**勇气**顶不住。,,
courageous,勇敢的；有胆量的,可(kě)别冲咱们(us)发怒(rage)，有话直说才**勇敢**嘛！,,
course,课程；过程；路线,报这门 *course* 可**抠死**(kōu sǐ)我了，学费真不便宜！,,
court,法院；球场,别乱来啊，小心被**铐(court)**进**法院**！,,
courtesy,礼貌；礼节；客气,让**客**人**特**别欢**喜**(kè tè xǐ)的是啥？不就是**礼貌**嘛！,,
courtyard,庭院；院子,他家那院子(yard)，跟个小球场(court)似的，挺带劲儿！,,
cousin,堂(表)兄弟姐妹,关系**卡(kǎ)**在亲兄弟姐妹和外人之间？那不就是**堂(表)兄弟姐妹**嘛。,,
cover,覆盖；遮盖；封面,看(c)那儿(over)，下雨了，快把东西**盖**起来！,,
coverage,覆盖范围；新闻报道,这手机信号能‘cover’(覆盖)到乡下吗？我查查它的‘coverage’(覆盖范围)。,,
cow,母牛；奶牛,你看那头**牛**，咱就**靠**(kào ≈ cow)它产奶呢！,,
coward,懦夫；胆小鬼,一听到“靠(cow)！”的一声就吓得躲起来？真是个胆小鬼。,,
cowardly,怯懦的；胆小的,一遇事就**靠(cow)窝(ar)的**里边缩，太**怯懦的**！,,
cowardice,怯懦，胆小,靠我(cow)的(ard)，胆小得要死(ice)！,,
cowboy,牛仔,电影里那些戴着帽子、骑着马，天天跟牛(cow)打交道的小伙子(boy)，就是牛仔。,,
cozy,舒适的；暖和惬意的,**靠，自**己窝在这儿真**舒适**暖和！,,
cosy,舒适的；温暖惬意的,靠着(cosy)暖气，真舒服啊！,,
crab,螃蟹,哎呀，踩到啥了，**咔吧(crab)**一声响，低头一看，是只**螃蟹**！,,
crack,(使)破裂，裂开；发出爆裂声；裂缝,‘咔(kā)’一声，杯子**裂(liè)**了！,,
crackdown,严厉打击；镇压,对这种歪风邪道，就得‘咔’(crack)地一下给它摁**下去(down)**，必须**crackdown**（严厉打击）！,,
cracker,薄脆饼干,咔(kā)嚓(cā)一声掰开，这饼干真脆！,,
cradle,摇篮；发源地,宝宝**哭累了(cradle)**，放回**摇篮**里就睡着了。,,
craft,工艺；手艺；（需要技能的）船；飞行器,他‘**刻**’(kè)东西那**手艺**，真是绝了！,,
cram,塞满；（为考试）死记硬背,考试前**狂(cram)**往脑子里塞东西，简直是在死记硬背！,,
crane,起重机；鹤,那伸着长长‘脖子’的起重机(crane)，可不就照着仙鹤设计的嘛！,,
crash,碰撞；坠毁；(发出)碰撞声,车‘垮(kuǎ)’地一下就**撞**上了！,,
crate,(运货用的)板条箱，货箱,搬这**箱子**，可(kě)累(lèi)！,,
crave,渴望；热望,心里**可**(/kre?/)难受了，做梦都**渴望**(/kre?v/)得到它！,,
crawl,v. 爬行；缓慢移动,宝宝学**爬**可真像是在**苦熬(kǔ áo)**。,,
crazy,疯狂的；着迷的,他疯起来简直要把人'可累死'(crazy)！,,
craze,(一时的)狂热；风尚,为这事儿**疯(crazy)**成这样，真是莫名其妙的**狂热**(craze)！,,
cream,奶油；膏状物；精华,吃这么多**奶油**(cream)，**亏**(/kri?m/)你不怕胖啊？,,
creamy,含奶油的；奶油色的；细腻光滑的,这口感，跟淇淋似的，滑溜溜的(creamy)！,,
create,创造；创作,搞**创造**嘛，可(cre)累(ate)了！,,
creation,创造；创作；(天地万物的)创造,搞创造(creation)嘛，过程像‘苦力’(crea)，结果得像‘神’(-tion)作才行。,,
creative,有创造力的；创造性的,你看那帮搞艺术的(creative)，总能'create'（创造）出些新奇玩意儿！,,
creator,,,,
creature,生物；创造物,瞧这新'创造'(create)的玩意'儿'(ure)，是个啥'生物'？,,
credential,n. 资历；资格证书；凭据,你这水平**可认定(credent)**了，快把**资历证书秀(ial)**出来看看！,,
credible,可信的；可靠的,嗨，银行能给你 credit (信用额度)，那肯定是觉得你这人**靠谱**(credible) 呗！,,
credibility,可信性；可靠性；信誉,快递(cre-di)又“哔”(bi)了(li)！提(ty)都不想提，这公司信誉(credibility)彻底没了！,,
credit,信用；信贷；学分,能拿到**信**用卡，说明银行**信**得过你。,,
creditable,,,,
creep,值得称赞的；可信的,能拿到 credit (好评) 的表现，自然是值得称赞的。,,
crew,(通常指害怕或不愿被发现时) 悄悄地缓慢行进，蹑手蹑脚地走；爬行,**刻意屏(kri?p)**着气儿，**悄悄往前蹭**。,,
cricket,全体船员/机组人员；一组工作人员,想**可入**(crew)我们这组一起干活？先看看你行不行！,,
crime,蟋蟀；蛐蛐,蛐蛐就爱发出那种‘**克里克**’的声音。,,
criminal,罪行；犯罪活动,想起他干的那些坏事儿(crime)，真让人想哭(cry)啊！,,
cripple,罪犯；犯人；犯罪的,亏心呐(criminal)！干这事的都是**罪犯**！,,
crisis,使残废；严重削弱,那场意外真让**人(pple)** **哭(cri)**，好好的就**残废(cripple)**了！,,
crisp,脆的；酥脆的,这饼干**脆酥(crisp)**的，一碰就掉渣！,,
criterion,标准；准则,做评论(critic)嘛，最重要的就是得有自己的**标准**(criterion)。,,
criticize,批评；指责,批(cri)你太(ti)死(size)板了！,,
criticise,批评；指责,亏(cri)得你提(ti)出这馊主意，等着挨呲(cise)吧！,,
criticism,批评；评论（尤指负面的）；指责,亏(cri)你还提(ti)示(cis)我？我看这就是批评！,,
critic,评论家；批评者,你看那些**刻**(cri)意**剔**(ti)刺儿的(critic)，不就是专业的**评论家**嘛！,,
critical,极其重要的；关键的；批评的，挑剔的,看他急得又哭(cry)又踢(ti)门、不停打电话(call)，就知道这事儿肯定**极其重要**、**非常关键**！,,
crocodile,鳄鱼,那‘阔（croc）’嘴一来，小动物都吓‘呆（dile）’了！,,
crop,农作物；庄稼；收成,地里的**庄稼**，**可(kě)**别一阵风就**drop**（倒伏/掉）了！,,
cross,穿过；横过,你看这有个十字(cross)路口，咱们就从这儿穿过(cross)去吧。,,
crossing,人行横道；交叉路口,这**交叉(cross)**路口就是**crossing**，过马路走这儿！,,
crouch,蹲伏；蜷缩,这可不是瘫在沙发(couch)上，crouch是得费劲蹲下去。,,
crow,乌鸦,那鸟在那儿**抠**（crow）吃的呢，是乌鸦。,,
crowd,人群；拥挤,哇，你看那儿黑压压一片，吵得(/kra?d/)不行，全是人。,,
crowded,拥挤的；人多的,地铁里真是吵得(/kra?d/)的(/d?d/)，太**拥挤**了！,,
crown,王冠；(牙齿的) 齿冠,国王那**王冠**(crown)，**可绕**(/kěrào/)了头一整圈儿！,,
crucial,至关重要的；决定性的,这事儿太**关键**了，搞砸了真得**哭**！,,
crude,粗糙的；未加工的；粗鲁的,他那话**可 rude** (crude) 了，真是**粗鲁又粗俗**！,,
cruel,残忍的；残酷的,日子过得苦若(/kru??l/)这样，都是他太**残忍**了！,,
cruelty,残忍；残酷；虐待,把他踢(ty)得直哭哦(cruel)，下手真**残忍**！,,
cruise,(v./n.) 乘船游览；巡游,看，那艘大船‘克鲁斯’(cruise)号，正在海上巡游呢！,,
cruiser,巡洋舰；巡逻车,听这名儿 'cruiser'，就跟开着‘酷路泽’(Cruiser)似的到处‘cruise’(巡行)，可不就是巡逻舰/车嘛！,,
crumble,(使)碎裂；崩溃,这风干的面包块儿，使劲一**磕**就**崩**，**碎**一桌子。,,
crunch,嘎吱作响地咀嚼；嘎吱的响声,吃薯片就得听那**啃**着**脆**的声儿！,,
crush,压碎；压垮；（常指短暂的）迷恋,东西‘垮’(crush)了，可不就是被压坏、压垮了嘛。,,
crust,（面包、披萨等的）硬皮；外壳,那块烤焦的面包皮，**啃(kěn)死(sǐ)它**硬！,,
cry,哭；喊叫,他‘哭’(cr)得‘哎’(y)呀直叫。,,
crystal,水晶；晶体；透明的,这块冰糖脆(cry)死(s)透(tal)亮了，跟水晶一样。,,
cub,（狮、熊、狼等的）幼崽,可不(/k?b/)嘛，像小狮子、小老虎这种**幼崽**都这么叫。,,
cube,立方体；方块,这方块糖酷(/kju?/)不(/b/)？,,
cubic,立方体的；立方的,求(kju)你用这支笔(bic)画个立方体嘛！,,
cucumber,黄瓜,这黄瓜**QQ**脆脆的，夏天**啃吧**(kěn ba)，真解暑！,,
cue,提示；信号,等导演给个**Q**(cue)的**信号**，演员才能出场。,,
cuisine,烹饪，风味；菜肴,他家做的菜啊，“滋——”(cuisine) 地一声，那香味儿就出来了，地道的**风味**！,,
culminate,达到顶点；告终,看到没(culmi)，内(nate)段戏就是全剧的**最高潮**！,,
culmination,顶点，高潮；最终结果,苦(kǔ)等(děng)了(le)半天，耐心(nàixīn)点，这事的**顶点/结果**马上就来了！,,
cult,邪教；异教团体；狂热崇拜,啥事都得**靠他**？我看这组织八成是个**邪教**。,,
cultivate,培养；养成；耕种,你看他那气质，一看就是**靠体**(k?lt?)面和内涵**喂**(ve?t)出来的，这都是长期**培养**的结果。,,
cultivation,耕作；栽培；培养,叩地挖深(cultivation)点儿，才能好好**耕作栽培**。,,
culture,文化；文明；修养,想了解他们的**文化**啊？那得实地去**考察**(kǎo chá)一下才行。,,
cultural,文化的；与文化有关的,"嗨，这不就是 culture (文化) 后边加个常见的 ""-al"" 嘛，那意思肯定就是“文化的”。",,
cumulative,累积的；渐增的,这么多科目(kē mù)要学，压力真是逐渐累(lèi)积的！,,
cunning,狡猾的；诡计多端的,少信他，他就知道**坑你(cunning)**，一肚子坏水！,,
cup,杯子,**渴**(kě / sounds like cup)了就用**杯子**喝水呗。,,
cupboard,碗柜；食橱；橱柜,放杯子(cup)的搁板(board)？那不就是碗柜嘛！,,
curb,控制；约束,花钱还是得**克**制(curb)点儿。,,
cure,治愈；治疗（方法）,放心，这点小毛病，我肯定能给它**剋**(kè)了！,,
curable,可治愈的,有 'cure'(治愈) 又 'able'(能够)，这病当然是**能治好的**！,,
curfew,宵禁；门禁,可非由(curfew)你晚上乱跑！,,
curious,好奇的；爱探究的,爱抠(kōu)各种细节的人，通常都挺好奇的。,,
curiosity,好奇心；求知欲,奇(qí)了哦(o)，啥事(shì)都想提(tí)问，这好奇心！,,
curl,(使)卷曲；卷发,蜗牛**壳儿**(/k??l/)不就是**卷**的嘛。,,
currency,货币；流通,现在出国可得换对当地的‘卡人西’(currency)，没它真是卡(kǎ)着人(rén)，啥也干不了！,,
current,"n. 水流, 气流, 电流; adj. 当前的, 现行的",这水流(current)可(kě)真能润(rùn)它！,,
currently,adv. 现在；目前,你问我 currently 在干嘛？不就是问我**现在**在干嘛嘛！,,
curriculum,(学校等的)全部课程,这课(kē)程真够累(lèi)人求(qiú)了！,,
curse,诅咒；咒骂,谁下的**诅咒**啊，想把人**剋死**(/k??s/)吗？,,
curtail,缩减；限制,开支像没完没了的尾巴(tail)，再不刻(cur)意**缩减**点儿，日子没法过了！,,
curtain,窗帘；幕布,阳光晒得‘可疼’(/k??t?n/)，快拉上**窗帘**！,,
curve,弯曲；曲线,你看这词儿的'C'，本身就是个**弯儿(curve)**；画**曲线**不就跟画它差不多嘛。,,
cushion,垫子；缓冲物；起缓冲作用,垫上这个垫子(cushion)，可省(cushion)心了，正好缓冲一下冲击力。,,
custody,监护(权)；拘留；保管,这孩子得**看死(cus)他弟(tody)**啊，不然一转眼就跑丢了，必须好好**监护**！,,
custom,习俗；惯例,**卡(kǎ)死(sǐ)** 这些旧**习俗(custom)**，真麻烦！,,
customary,习惯的；惯常的,顾客(customer)嘛，总是按他们**习惯的**方式来。,,
customer,顾客；客户,卡(cus)死在收银台，等付钱的当然是顾客嘛！,,
customs,海关；关税,每次过**海关**(customs)排队都排得让人**卡死等死(cus-toms)**！,,
cut,切割；剪；切口,这绳子太结实，**咔**(cut)一下剪不断！,,
cute,可爱的,看那个小宝宝胖乎乎的脸蛋儿，真是 **cute**（可爱）死了！,,
cyberspace,网络空间；虚拟空间,啥信息都往里**塞吧(cyber)**，这网络**空间(space)**有的是地方！,,
cycle,循环；周期；自行车,你想想自行车 (bi**cycle**)，那轮子不就是不停地**循环**转圈 (cycle) 嘛？,,
cycling,骑自行车（运动）,一圈(cyc)又一圈地蹬，还叮铃铃(ling)响，就是在**骑自行车**呗！,,
cyclist,骑自行车的人,赛道上那个骑车的人，看着都快累死(lèi sǐ ≈ list)！,,
cylinder,圆柱体；圆筒,看那管子，水淋的(cylin-de)，可不就是个圆柱体嘛！,,
cynical,愤世嫉俗的；冷嘲热讽的,就**是你**(cyni)老**黑**(/k/)别人，一副愤世嫉俗的样子！,,
dad,爸爸（口语）,叫声 'dad'，不就是喊咱爸嘛！,,
daddy,爸爸（口语，常儿语）,小孩子都喊“爹地”(daddy)，说的就是他爸爸。,,
daily,每天的；日常的,你**得哩**(daily)！这活儿**每天**都得干啊。,,
dairy,牛奶的；乳品的；乳制品；乳品店,我这人啊，得日日（dairy）来点儿**牛奶酸奶**才舒服。,,
dam,水坝；堤坝,这**大(dà)**水**没(méi)**它可不行，得靠**坝**拦着。,,
damage,损害；毁坏,哎呀，刚才**没挡(dǎng)急(jí)**，手机屏幕摔**损坏**了！,,
damn,该死；可恶（常用于生气或失望时）,水坝(dam)垮了？**该死**！,,
cynicism,,,,
damp,潮湿的；湿气,你往那**地(dì)**上**按(àn)**一下试试，**噗(pū)**一下就冒水，**潮**得很！,,
dampen,弄湿；抑制，减弱（情绪、热情等）,毛巾**弄湿**(dampen)一点擦擦汗，也顺便**降低**(dampen)一下你这激动的情绪。,,
dance,跳舞,"跳得晕头转向，直想喊""颠(diān)死(s)""我了！",,
danger,危险；风险,担(dān)心死那哥(gē)们儿了，他是不是有**危险**？,,
dangerous,危险的,当心！这条路‘颠这儿也似’(dangerous)的有坑，太危险了！,,
dare,敢；敢于,选大冒险(Dare)啊？你**敢**不敢？,,
daring,大胆的；勇敢的,做事**大胆**就得有**胆儿(dare)**，不然谁敢啊？,,
dark,黑暗的,天这么**黑(dark)**，出租车师傅都说不好**搭客(dā kè)**了。,,
darkness,黑暗；漆黑,天一 'dark'（变黑）下来，眼前就是一片 'darkness'，也就是‘黑暗’。,,
darken,使变暗；变黑,天色 darken（变暗）了，快收衣服！,,
darling,亲爱的；心爱的人；宠儿,叫你一声**达令**(darling)，你就是我最**心爱的人**。,,
dart,飞镖；猛冲；投掷,那小子动作真快，像支飞镖似的‘搭’(dart)一下就猛冲过去了！,,
dash,(v./n.) 猛冲，急奔,怕被雨**打湿**(/d??/)，赶紧**猛冲**回家吧！,,
data,数据；资料,天天(day)跟**他**(ta)要**数据**(data)，烦死了！,,
datum,（单数）数据；资料点,"""得(dé)它(tā)么(me)？就这一个**数据**点啊？""",,
database,数据库,嘿，所有**数据**(data)的**基地**(base)，可不就是**数据库**嘛！,,
date,日期；约会,跟他**约会(date)**？那你可**得(dei)**挑个好**日子**啊！,,
dating,约会；（与某人）交往,**Dating**？不就是先定个 **date** (日子) 出来见个面、处处看嘛！,,
daughter,女儿,爸妈**多(daugh)疼**她(ter)呀，这**女儿**！,,
dawn,黎明；拂晓,东方一发白，天就亮了，这就是黎明啊。,,
day,天；日；白天,这一**待**(/de?/)啊，又是一**天**。,,
daily,每日的；日常的,瞅见'day'（天）了没？那这'daily'指定是跟*每天*相关的呗。,,
daylight,白天；日光,这词儿拆开看，'day'是天，'light'是光，'daylight'可不就是白天的光——日光嘛！,,
dazzle,(使)炫目；(使)眼花缭乱；使倾倒,那灯光太晃眼了，感觉魂儿都要被**带走**(/?d?z?l/)了！,,
dead,死的；失去生命的,连气儿都没‘得’(de)喘了，可不就 dead 了！,,
deadline,最后期限；截止日期,别拖了，快到 deadline 了，那可是条'碰了就死(dead)'的线(line)啊！,,
deadlock,僵局；死锁,这事儿简直是死(dead)锁(lock)住了，完全是个僵局啊！,,
deadly,致命的,一听这词儿带个'dead'，那肯定不是好兆头，多半是**致命**玩意儿。,,
deaf,聋的,耳朵**废(fèi)**了听不见？那不就是**聋**了吗！,,
deal,,,,
dealer,商人；经销商；（尤指）毒品贩子；发牌者,这地儿(dealer)好多经销商在卖货呢。,,
dealing,处理；应付；交易,你递（deal）过来的这堆麻烦事，我正**处理**（dealing）着呢。,,
dean,(大学的)学院院长，系主任,学院里说了算的头儿，就那位**丁(dīng)**院长。,,
dear,,,,
death,亲爱的；昂贵的,'弟儿(dear)'啊'弟儿(dear)'地叫着，多*亲爱的*呀！,,
debate,死亡,他这一 death，家里人都得戴(dài)孝送终啊。,,
debris,(n./v.) 辩论；讨论,这事儿**得掰扯**（谐音 d-bate）清楚，不能含糊。,,
debt,碎片；残骸,得(de)，玻璃(bri)都碎了，一地**碎片**！,,
debtor,债务；欠款,毕业就背上学**贷(debt)**，这笔**债**真愁人。,,
debut,v./n. 初次登台；首次亮相,瞧他紧张得那样，**得不**(dé bù)是**初次登台**吧？,,
decade,十年；十年期,可得(decade)等十年呢！,,
decay,腐烂；衰败,弟 开(decay)箱一看，呀，都烂了！,,
deceive,欺骗；蒙骗,**得**(de)了吧，就你那点鬼话，还想**死**(si)心塌地**骗**我相信？,,
deceit,欺骗；诡计,我**得**(de)了个**seat**(座位)，结果发现是个**欺骗**！,,
deception,欺骗；诡计,他抵(di)赖说没骗你，还设(sep)计了这一出，这欺骗(deception)手段也太明显了！,,
deceptive,欺骗性的；误导性的,他的**底细(decep)**可得好好**提(tive)**防，看着老实，其实很**会骗人**！,,
december,十二月,‘抵(Di)’达年底了，可不就是December，十二月份嘛。,,
decent,不错的；像样的；得体的,他那份工作的**底薪**（/?di?s(?)n/）就挺 **decent** (不错)的了。,,
decide,决定；下决心,你得(de)赶紧决定站哪一边(side)了！,,
decision,决定；抉择；决断,做决定有时候需要牺牲(/s???n/)点啥。,,
decisive,果断的；决定性的,别`低(di)`声`唉(ai)`叹了，快做决定，**果断**点！,,
decimal,小数的；十进制的,**得是(deci)**逢**十**就进一**么(mel)**？这就是**十进制**嘛。,,
deck,（轮船等的）甲板；一副（纸牌）,那个叫**德克**(Deck)的哥们儿，天天站**甲板**上吹海风。,,
declare,宣布；声明；申报,得(de)把话说 **清楚(clear)**，向大家 **宣布** 嘛！,,
